frequency,power
54717864.923747,-115.935760
54723311.546841,-115.629562
54728758.169935,-104.227821
54734204.793028,-111.135147
54739651.416122,-114.457100
54745098.039216,-119.563629
54750544.662309,-115.800995
54755991.285403,-112.167099
54761437.908497,-114.545410
54766884.531590,-107.979439
54772331.154684,-111.452370
54777777.777778,-117.660904
54783224.400871,-113.933151
54788671.023965,-113.248291
54794117.647059,-116.967651
54799564.270153,-114.485901
54805010.893246,-115.512245
54810457.516340,-111.320419
54815904.139434,-110.490074
54821350.762527,-116.892998
54826797.385621,-114.118568
54832244.008715,-114.162231
54837690.631808,-115.768669
54843137.254902,-115.913094
54848583.877996,-113.910759
54854030.501089,-114.599083
54859477.124183,-112.145798
54864923.747277,-115.604889
54870370.370370,-113.580582
54875816.993464,-116.599258
54881263.616558,-116.911530
54886710.239651,-113.381561
54892156.862745,-114.932968
54897603.485839,-115.192123
54903050.108932,-113.843597
54908496.732026,-109.148438
54913943.355120,-114.037704
54919389.978214,-114.828423
54924836.601307,-110.849190
54930283.224401,-111.724236
54935729.847495,-113.381714
54941176.470588,-114.527901
54946623.093682,-113.678818
54952069.716776,-112.251350
54957516.339869,-113.529724
54962962.962963,-111.526405
54968409.586057,-113.440582
54973856.209150,-119.756393
54979302.832244,-112.801323
54984749.455338,-115.099915
54990196.078431,-114.604172
54995642.701525,-113.846176
55001089.324619,-115.193947
55006535.947712,-115.775772
55011982.570806,-112.388779
55017429.193900,-108.266182
55022875.816993,-109.865067
55028322.440087,-112.556183
55033769.063181,-114.086235
55039215.686275,-113.234421
55044662.309368,-113.500298
55050108.932462,-114.841293
55055555.555556,-115.960167
55061002.178649,-112.989014
55066448.801743,-112.473099
55071895.424837,-113.405151
55077342.047930,-113.136482
55082788.671024,-115.043144
55088235.294118,-109.550209
55093681.917211,-116.170807
55099128.540305,-112.893311
55104575.163399,-112.652359
55110021.786492,-113.362129
55115468.409586,-112.718750
55120915.032680,-111.158028
55126361.655773,-111.982086
55131808.278867,-108.543411
55137254.901961,-109.936455
55142701.525054,-114.684380
55148148.148148,-115.102615
55153594.771242,-110.448868
55159041.394336,-110.955956
55164488.017429,-110.534317
55169934.640523,-113.857162
55175381.263617,-108.387878
55180827.886710,-111.626160
55186274.509804,-110.644188
55191721.132898,-108.585052
55197167.755991,-112.532562
55202614.379085,-113.546104
55208061.002179,-111.265648
55213507.625272,-110.506256
55218954.248366,-112.915436
55224400.871460,-110.550095
55229847.494553,-109.641182
55235294.117647,-111.300499
55240740.740741,-112.969177
55246187.363834,-112.615517
55251633.986928,-113.387825
55257080.610022,-113.470848
55262527.233115,-114.386536
55267973.856209,-109.823227
55273420.479303,-109.221809
55278867.102397,-117.083427
55284313.725490,-115.760269
55289760.348584,-113.564438
55295206.971678,-110.066467
55300653.594771,-110.710304
55306100.217865,-111.883774
55311546.840959,-109.143738
55316993.464052,-107.385338
55322440.087146,-109.164772
55327886.710240,-110.843208
55333333.333333,-113.728302
55338779.956427,-111.920853
55344226.579521,-110.609047
55349673.202614,-114.380714
55355119.825708,-111.484718
55360566.448802,-110.326622
55366013.071895,-109.918198
55371459.694989,-116.640121
55376906.318083,-111.345284
55382352.941176,-109.668739
55387799.564270,-107.141434
55393246.187364,-111.033356
55398692.810458,-108.897087
55404139.433551,-109.945442
55409586.056645,-110.189125
55415032.679739,-113.920227
55420479.302832,-110.178528
55425925.925926,-112.408936
55431372.549020,-110.524757
55436819.172113,-111.240349
55442265.795207,-109.577652
55447712.418301,-109.846176
55453159.041394,-111.506111
55458605.664488,-109.492828
55464052.287582,-111.231415
55469498.910675,-108.546844
55474945.533769,-113.802147
55480392.156863,-114.269592
55485838.779956,-112.179070
55491285.403050,-109.138290
55496732.026144,-108.669601
55502178.649237,-111.578003
55507625.272331,-111.823196
55513071.895425,-113.327972
55518518.518519,-106.885307
55523965.141612,-115.849945
55529411.764706,-110.496559
55534858.387800,-110.761963
55540305.010893,-110.500450
55545751.633987,-105.775345
55551198.257081,-114.560204
55556644.880174,-112.626785
55562091.503268,-115.929413
55567538.126362,-112.141739
55572984.749455,-108.801254
55578431.372549,-110.773102
55583877.995643,-110.606445
55589324.618736,-114.309479
55594771.241830,-102.018700
55600217.864924,-110.918564
55605664.488017,-112.384224
55611111.111111,-110.163918
55616557.734205,-110.935204
55622004.357298,-112.796783
55627450.980392,-111.691910
55632897.603486,-109.956924
55638344.226580,-108.050316
55643790.849673,-114.117393
55649237.472767,-110.053238
55654684.095861,-109.216461
55660130.718954,-111.149139
55665577.342048,-114.772835
55671023.965142,-113.212570
55676470.588235,-109.451889
55681917.211329,-108.809494
55687363.834423,-114.796951
55692810.457516,-110.915260
55698257.080610,-110.881760
55703703.703704,-109.554657
55709150.326797,-112.695404
55714596.949891,-107.651337
55720043.572985,-109.368881
55725490.196078,-110.330322
55730936.819172,-108.418350
55736383.442266,-111.119980
55741830.065359,-113.533371
55747276.688453,-110.236938
55752723.311547,-111.669243
55758169.934641,-107.892189
55763616.557734,-110.252846
55769063.180828,-116.277313
55774509.803922,-108.467720
55779956.427015,-109.786606
55785403.050109,-114.005577
55790849.673203,-113.106628
55796296.296296,-114.395020
55801742.919390,-110.580223
55807189.542484,-112.201355
55812636.165577,-116.141197
55818082.788671,-108.325089
55823529.411765,-111.274582
55828976.034858,-108.911507
55834422.657952,-111.632980
55839869.281046,-114.315811
55845315.904139,-107.041771
55850762.527233,-110.996407
55856209.150327,-112.057373
55861655.773420,-107.830368
55867102.396514,-112.661049
55872549.019608,-112.588646
55877995.642702,-111.530197
55883442.265795,-112.488159
55888888.888889,-109.450775
55894335.511983,-112.587929
55899782.135076,-113.985527
55905228.758170,-108.177994
55910675.381264,-115.255135
55916122.004357,-112.662216
55921568.627451,-112.330482
55927015.250545,-113.770180
55932461.873638,-110.270546
55937908.496732,-112.510223
55943355.119826,-114.104881
55948801.742919,-116.107086
55954248.366013,-109.888168
55959694.989107,-107.742432
55965141.612200,-114.978218
55970588.235294,-112.298065
55976034.858388,-106.519287
55981481.481481,-113.529396
55986928.104575,-109.167870
55992374.727669,-111.063873
55997821.350763,-108.090149
56003267.973856,-109.454109
56008714.596950,-111.250877
56014161.220044,-110.072975
56019607.843137,-110.115402
56025054.466231,-106.592850
56030501.089325,-116.835541
56035947.712418,-110.215981
56041394.335512,-111.164330
56046840.958606,-114.655617
56052287.581699,-112.894249
56057734.204793,-114.431999
56063180.827887,-112.039101
56068627.450980,-115.665115
56074074.074074,-108.564995
56079520.697168,-114.642036
56084967.320261,-112.663284
56090413.943355,-110.612793
56095860.566449,-111.406113
56101307.189542,-111.222794
56106753.812636,-110.869568
56112200.435730,-110.838959
56117647.058824,-110.771439
56123093.681917,-112.195351
56128540.305011,-115.050232
56133986.928105,-111.994827
56139433.551198,-108.168076
56144880.174292,-109.325752
56150326.797386,-115.246124
56155773.420479,-109.495476
56161220.043573,-109.419563
56166666.666667,-112.652557
56172113.289760,-114.718544
56177559.912854,-108.423851
56183006.535948,-105.580200
56188453.159041,-105.153030
56193899.782135,-113.006477
56199346.405229,-111.321419
56204793.028322,-110.998184
56210239.651416,-112.450401
56215686.274510,-110.342171
56221132.897603,-109.379593
56226579.520697,-112.262917
56232026.143791,-108.052963
56237472.766885,-114.033043
56242919.389978,-114.185402
56248366.013072,-110.358498
56253812.636166,-111.073921
56259259.259259,-109.656464
56264705.882353,-106.830200
56270152.505447,-112.773590
56275599.128540,-113.999695
56281045.751634,-109.305534
56286492.374728,-111.507195
56291938.997821,-111.544838
56297385.620915,-116.131851
56302832.244009,-110.428375
56308278.867102,-111.331848
56313725.490196,-108.313683
56319172.113290,-116.972092
56324618.736383,-110.033257
56330065.359477,-111.032684
56335511.982571,-109.583138
56340958.605664,-108.746597
56346405.228758,-111.086258
56351851.851852,-109.785797
56357298.474946,-109.144501
56362745.098039,-115.246094
56368191.721133,-113.083801
56373638.344227,-112.113693
56379084.967320,-108.208801
56384531.590414,-110.692207
56389978.213508,-111.096298
56395424.836601,-114.755630
56400871.459695,-109.809837
56406318.082789,-111.474220
56411764.705882,-108.920258
56417211.328976,-112.941330
56422657.952070,-115.219498
56428104.575163,-116.485451
56433551.198257,-111.237595
56438997.821351,-109.525444
56444444.444444,-110.324982
56449891.067538,-117.445953
56455337.690632,-107.285294
56460784.313725,-108.874367
56466230.936819,-112.219009
56471677.559913,-106.294182
56477124.183007,-113.313766
56482570.806100,-109.762283
56488017.429194,-115.227112
56493464.052288,-110.408669
56498910.675381,-110.129936
56504357.298475,-108.697968
56509803.921569,-109.778320
56515250.544662,-107.441376
56520697.167756,-109.546822
56526143.790850,-110.042107
56531590.413943,-110.913025
56537037.037037,-115.238922
56542483.660131,-114.686012
56547930.283224,-114.158554
56553376.906318,-110.762421
56558823.529412,-110.333664
56564270.152505,-110.471619
56569716.775599,-109.036171
56575163.398693,-110.867142
56580610.021786,-112.320595
56586056.644880,-108.839607
56591503.267974,-106.092590
56596949.891068,-108.870171
56602396.514161,-113.830811
56607843.137255,-108.525543
56613289.760349,-110.843819
56618736.383442,-109.821732
56624183.006536,-110.861244
56629629.629630,-112.499039
56635076.252723,-105.976105
56640522.875817,-110.937210
56645969.498911,-109.262390
56651416.122004,-109.989098
56656862.745098,-109.608902
56662309.368192,-109.932404
56667755.991285,-111.109299
56673202.614379,-111.019943
56678649.237473,-108.075912
56684095.860566,-107.867729
56689542.483660,-106.778038
56694989.106754,-108.905785
56700435.729847,-108.080734
56705882.352941,-108.484497
56711328.976035,-115.561737
56716775.599129,-112.788147
56722222.222222,-113.560516
56727668.845316,-109.551994
56733115.468410,-110.625870
56738562.091503,-110.314949
56744008.714597,-110.060547
56749455.337691,-112.288864
56754901.960784,-110.411003
56760348.583878,-108.890999
56765795.206972,-107.646019
56771241.830065,-112.926636
56776688.453159,-111.854385
56782135.076253,-108.714066
56787581.699346,-109.333656
56793028.322440,-110.643425
56798474.945534,-112.184555
56803921.568627,-112.113541
56809368.191721,-109.638664
56814814.814815,-109.244194
56820261.437909,-110.184387
56825708.061002,-111.144653
56831154.684096,-110.472473
56836601.307190,-107.746315
56842047.930283,-112.547256
56847494.553377,-111.379395
56852941.176471,-113.814987
56858387.799564,-110.049370
56863834.422658,-110.214424
56869281.045752,-106.575287
56874727.668845,-108.859215
56880174.291939,-109.721313
56885620.915033,-106.040306
56891067.538126,-109.316437
56896514.161220,-113.548981
56901960.784314,-110.714340
56907407.407407,-113.956184
56912854.030501,-111.281815
56918300.653595,-107.836502
56923747.276688,-110.508339
56929193.899782,-113.368233
56934640.522876,-108.217934
56940087.145969,-109.509010
56945533.769063,-108.413696
56950980.392157,-109.664627
56956427.015251,-111.638832
56961873.638344,-109.649391
56967320.261438,-108.683968
56972766.884532,-113.794830
56978213.507625,-108.761742
56983660.130719,-108.693634
56989106.753813,-111.380249
56994553.376906,-108.715736
57000000.000000,-111.640503
